Pflanzenlaborwerte_ID,Probenahme_Pflanzen_ID,P2O5,K2O,N,Ertrag_Staerke,Gehalt_Staerke,Gehalt_Zucker,Blauzahl,Loesl_Trockensubstanz,Loesl_Asche,Bemerkungen_ID
486,486,,,,54.2,15.2,,,,,20
487,487,,,,54.2,15.2,,,,,20
488,488,,,,54.2,15.2,,,,,20
489,489,,,,57.9,14.9,,,,,20
490,490,,,,57.9,14.9,,,,,20
491,491,,,,57.9,14.9,,,,,20
492,492,,,,57.9,14.9,,,,,20
493,493,,,,50.1,13.6,,,,,20
494,494,,,,50.1,13.6,,,,,20
495,495,,,,50.1,13.6,,,,,20
496,496,,,,50.1,13.6,,,,,20
497,497,,,,44.7,15.1,,,,,20
498,498,,,,44.7,15.1,,,,,20
499,499,,,,44.7,15.1,,,,,20
500,500,,,,44.7,15.1,,,,,20
501,501,,,,55.5,15,,,,,20
502,502,,,,55.5,15,,,,,20
503,503,,,,55.5,15,,,,,20
504,504,,,,55.5,15,,,,,20
505,505,,,,58.8,15,,,,,20
506,506,,,,58.8,15,,,,,20
507,507,,,,58.8,15,,,,,20
508,508,,,,58.8,15,,,,,20
509,509,,,,58.3,14.9,,,,,20
510,510,,,,58.3,14.9,,,,,20
511,511,,,,58.3,14.9,,,,,20
512,512,,,,58.3,14.9,,,,,20
513,513,,,,,,19.5,0.068,24,0.44,21
514,514,,,,,,19.5,0.068,24,0.44,21
515,515,,,,,,19.5,0.068,24,0.44,21
516,516,,,,,,19.5,0.068,24,0.44,21
517,517,,,,,,19.6,0.076,24,0.38,21
518,518,,,,,,19.6,0.076,24,0.38,21
519,519,,,,,,19.6,0.076,24,0.38,21
520,520,,,,,,19.6,0.076,24,0.38,21
521,521,,,,,,18.1,0.111,22.4,0.37,21
522,522,,,,,,18.1,0.111,22.4,0.37,21
523,523,,,,,,18.1,0.111,22.4,0.37,21
524,524,,,,,,18.1,0.111,22.4,0.37,21
525,525,,,,,,17.8,0.2,23,0.4,21
526,526,,,,,,17.8,0.2,23,0.4,21
527,527,,,,,,17.8,0.2,23,0.4,21
528,528,,,,,,17.8,0.2,23,0.4,21
529,529,,,,,,19.4,0.07,23.4,0.44,21
530,530,,,,,,19.4,0.07,23.4,0.44,21
531,531,,,,,,19.4,0.07,23.4,0.44,21
532,532,,,,,,19.4,0.07,23.4,0.44,21
533,533,,,,,,19.7,0.087,24,0.4,21
534,534,,,,,,19.7,0.087,24,0.4,21
535,535,,,,,,19.7,0.087,24,0.4,21
536,536,,,,,,19.7,0.087,24,0.4,21
537,537,,,,,,18.8,0.132,23.4,0.42,21
538,538,,,,,,18.8,0.132,23.4,0.42,21
539,539,,,,,,18.8,0.132,23.4,0.42,21
540,540,,,,,,18.8,0.132,23.4,0.42,21
541,541,,,,,,17.4,0.2,22.8,0.42,21
542,542,,,,,,17.4,0.2,22.8,0.42,21
543,543,,,,,,17.4,0.2,22.8,0.42,21
544,544,,,,,,17.4,0.2,22.8,0.42,21
545,545,,,,,,19.4,0.056,24.4,0.39,21
546,546,,,,,,19.4,0.056,24.4,0.39,21
547,547,,,,,,19.4,0.056,24.4,0.39,21
548,548,,,,,,19.4,0.056,24.4,0.39,21
549,549,,,,,,18.7,0.083,23.8,0.42,21
550,550,,,,,,18.7,0.083,23.8,0.42,21
551,551,,,,,,18.7,0.083,23.8,0.42,21
552,552,,,,,,18.7,0.083,23.8,0.42,21
553,553,,,,,,17,0.17,23,0.44,21
554,554,,,,,,17,0.17,23,0.44,21
555,555,,,,,,17,0.17,23,0.44,21
556,556,,,,,,17,0.17,23,0.44,21
557,557,,,,,,16.8,0.2,22.6,0.5,21
558,558,,,,,,16.8,0.2,22.6,0.5,21
559,559,,,,,,16.8,0.2,22.6,0.5,21
560,560,,,,,,16.8,0.2,22.6,0.5,21
561,561,,,,,,19.2,0.085,24,0.46,21
562,562,,,,,,19.2,0.085,24,0.46,21
563,563,,,,,,19.2,0.085,24,0.46,21
564,564,,,,,,19.2,0.085,24,0.46,21
565,565,,,,,,18.7,0.105,24.2,0.43,21
566,566,,,,,,18.7,0.105,24.2,0.43,21
567,567,,,,,,18.7,0.105,24.2,0.43,21
568,568,,,,,,18.7,0.105,24.2,0.43,21
569,569,,,,,,16.7,0.2,22.8,0.46,21
570,570,,,,,,16.7,0.2,22.8,0.46,21
571,571,,,,,,16.7,0.2,22.8,0.46,21
572,572,,,,,,16.7,0.2,22.8,0.46,21
573,573,,,,,,16.4,0.2,22.4,0.53,21
574,574,,,,,,16.4,0.2,22.4,0.53,21
575,575,,,,,,16.4,0.2,22.4,0.53,21
576,576,,,,,,16.4,0.2,22.4,0.53,21
577,577,,,,,,19,0.091,23,0.42,20
578,578,,,,,,19,0.091,23,0.42,20
579,579,,,,,,19,0.091,23,0.42,20
580,580,,,,,,19,0.091,23,0.42,20
581,581,,,,,,18.6,0.054,23.4,0.4,20
582,582,,,,,,18.6,0.054,23.4,0.4,20
583,583,,,,,,18.6,0.054,23.4,0.4,20
584,584,,,,,,18.6,0.054,23.4,0.4,20
585,585,,,,,,18.1,0.105,23.4,0.38,20
586,586,,,,,,18.1,0.105,23.4,0.38,20
587,587,,,,,,18.1,0.105,23.4,0.38,20
588,588,,,,,,18.1,0.105,23.4,0.38,20
589,589,,,,,,17.3,0.139,22.6,0.4,20
590,590,,,,,,17.3,0.139,22.6,0.4,20
591,591,,,,,,17.3,0.139,22.6,0.4,20
592,592,,,,,,17.3,0.139,22.6,0.4,20
593,593,,,,,,19,0.052,23,0.42,20
594,594,,,,,,19,0.052,23,0.42,20
595,595,,,,,,19,0.052,23,0.42,20
596,596,,,,,,19,0.052,23,0.42,20
597,597,,,,,,18.6,0.072,23.2,0.42,20
598,598,,,,,,18.6,0.072,23.2,0.42,20
599,599,,,,,,18.6,0.072,23.2,0.42,20
600,600,,,,,,18.6,0.072,23.2,0.42,20
601,601,,,,,,18.3,0.085,23.2,0.41,20
602,602,,,,,,18.3,0.085,23.2,0.41,20
603,603,,,,,,18.3,0.085,23.2,0.41,20
604,604,,,,,,18.3,0.085,23.2,0.41,20
605,605,,,,,,16.6,0.145,22.6,0.46,20
606,606,,,,,,16.6,0.145,22.6,0.46,20
607,607,,,,,,16.6,0.145,22.6,0.46,20
608,608,,,,,,16.6,0.145,22.6,0.46,20
609,609,,,,,,18.4,0.064,22.6,0.49,20
610,610,,,,,,18.4,0.064,22.6,0.49,20
611,611,,,,,,18.4,0.064,22.6,0.49,20
612,612,,,,,,18.4,0.064,22.6,0.49,20
613,613,,,,,,18,0.062,22.4,0.45,20
614,614,,,,,,18,0.062,22.4,0.45,20
615,615,,,,,,18,0.062,22.4,0.45,20
616,616,,,,,,18,0.062,22.4,0.45,20
617,617,,,,,,17.2,0.111,22.4,0.46,20
618,618,,,,,,17.2,0.111,22.4,0.46,20
619,619,,,,,,17.2,0.111,22.4,0.46,20
620,620,,,,,,17.2,0.111,22.4,0.46,20
621,621,,,,,,17,0.142,21.8,0.48,20
622,622,,,,,,17,0.142,21.8,0.48,20
623,623,,,,,,17,0.142,21.8,0.48,20
624,624,,,,,,17,0.142,21.8,0.48,20
625,625,,,,,,18.1,0.05,22.2,0.47,20
626,626,,,,,,18.1,0.05,22.2,0.47,20
627,627,,,,,,18.1,0.05,22.2,0.47,20
628,628,,,,,,18.1,0.05,22.2,0.47,20
629,629,,,,,,17.8,0.064,22.6,0.48,20
630,630,,,,,,17.8,0.064,22.6,0.48,20
631,631,,,,,,17.8,0.064,22.6,0.48,20
632,632,,,,,,17.8,0.064,22.6,0.48,20
633,633,,,,,,17.3,0.116,21.6,0.47,20
634,634,,,,,,17.3,0.116,21.6,0.47,20
635,635,,,,,,17.3,0.116,21.6,0.47,20
636,636,,,,,,17.3,0.116,21.6,0.47,20
637,637,,,,,,16.6,0.162,21.4,0.5,20
638,638,,,,,,16.6,0.162,21.4,0.5,20
639,639,,,,,,16.6,0.162,21.4,0.5,20
640,640,,,,,,16.6,0.162,21.4,0.5,20
641,641,,,,,,19.05,,20,,21
642,642,,,,,,19.05,,20,,21
643,643,,,,,,19.05,,20,,21
644,644,,,,,,19.05,,20,,21
645,645,,,,,,19.65,,21.4,,21
646,646,,,,,,19.65,,21.4,,21
647,647,,,,,,19.65,,21.4,,21
648,648,,,,,,19.65,,21.4,,21
649,649,,,,,,19.08,,20.6,,21
650,650,,,,,,19.08,,20.6,,21
651,651,,,,,,19.08,,20.6,,21
652,652,,,,,,19.08,,20.6,,21
653,653,,,,,,18.1,,20.8,,21
654,654,,,,,,18.1,,20.8,,21
655,655,,,,,,18.1,,20.8,,21
656,656,,,,,,18.1,,20.8,,21
657,657,,,,,,19.1,,21,,21
658,658,,,,,,19.1,,21,,21
659,659,,,,,,19.1,,21,,21
660,660,,,,,,19.1,,21,,21
661,661,,,,,,19.58,,21.5,,21
662,662,,,,,,19.58,,21.5,,21
663,663,,,,,,19.58,,21.5,,21
664,664,,,,,,19.58,,21.5,,21
665,665,,,,,,18.98,,21.2,,21
666,666,,,,,,18.98,,21.2,,21
667,667,,,,,,18.98,,21.2,,21
668,668,,,,,,18.98,,21.2,,21
669,669,,,,,,18.58,,20.8,,21
670,670,,,,,,18.58,,20.8,,21
671,671,,,,,,18.58,,20.8,,21
672,672,,,,,,18.58,,20.8,,21
673,673,,,,,,19,,21,,21
674,674,,,,,,19,,21,,21
675,675,,,,,,19,,21,,21
676,676,,,,,,19,,21,,21
677,677,,,,,,19,,21,,21
678,678,,,,,,19,,21,,21
679,679,,,,,,19,,21,,21
680,680,,,,,,19,,21,,21
681,681,,,,,,19.08,,21,,21
682,682,,,,,,19.08,,21,,21
683,683,,,,,,19.08,,21,,21
684,684,,,,,,19.08,,21,,21
685,685,,,,,,17.65,,20.7,,21
686,686,,,,,,17.65,,20.7,,21
687,687,,,,,,17.65,,20.7,,21
688,688,,,,,,17.65,,20.7,,21
689,689,,,,,,17.4,,21.1,,21
690,690,,,,,,17.4,,21.1,,21
691,691,,,,,,17.4,,21.1,,21
692,692,,,,,,17.4,,21.1,,21
693,693,,,,,,19.5,,20.6,,21
694,694,,,,,,19.5,,20.6,,21
695,695,,,,,,19.5,,20.6,,21
696,696,,,,,,19.5,,20.6,,21
697,697,,,,,,18.55,,21,,21
698,698,,,,,,18.55,,21,,21
699,699,,,,,,18.55,,21,,21
700,700,,,,,,18.55,,21,,21
701,701,,,,,,17.55,,20.6,,21
702,702,,,,,,17.55,,20.6,,21
703,703,,,,,,17.55,,20.6,,21
704,704,,,,,,17.55,,20.6,,21
705,705,,,,,,19.35,,21,,20
706,706,,,,,,19.35,,21,,20
707,707,,,,,,19.35,,21,,20
708,708,,,,,,19.35,,21,,20
709,709,,,,,,19.22,,21,,20
710,710,,,,,,19.22,,21,,20
711,711,,,,,,19.22,,21,,20
712,712,,,,,,19.22,,21,,20
713,713,,,,,,18.35,,20.9,,20
714,714,,,,,,18.35,,20.9,,20
715,715,,,,,,18.35,,20.9,,20
716,716,,,,,,18.35,,20.9,,20
717,717,,,,,,17.73,,20.7,,20
718,718,,,,,,17.73,,20.7,,20
719,719,,,,,,17.73,,20.7,,20
720,720,,,,,,17.73,,20.7,,20
721,721,,,,,,18.9,,21.1,,20
722,722,,,,,,18.9,,21.1,,20
723,723,,,,,,18.9,,21.1,,20
724,724,,,,,,18.9,,21.1,,20
725,725,,,,,,18.75,,20.9,,20
726,726,,,,,,18.75,,20.9,,20
727,727,,,,,,18.75,,20.9,,20
728,728,,,,,,18.75,,20.9,,20
729,729,,,,,,18.35,,21.4,,20
730,730,,,,,,18.35,,21.4,,20
731,731,,,,,,18.35,,21.4,,20
732,732,,,,,,18.35,,21.4,,20
733,733,,,,,,17.55,,21.6,,20
734,734,,,,,,17.55,,21.6,,20
735,735,,,,,,17.55,,21.6,,20
736,736,,,,,,17.55,,21.6,,20
737,737,,,,,,17.88,,21.4,,20
738,738,,,,,,17.88,,21.4,,20
739,739,,,,,,17.88,,21.4,,20
740,740,,,,,,17.88,,21.4,,20
741,741,,,,,,19.3,,21.8,,20
742,742,,,,,,19.3,,21.8,,20
743,743,,,,,,19.3,,21.8,,20
744,744,,,,,,19.3,,21.8,,20
745,745,,,,,,17.9,,21.6,,20
746,746,,,,,,17.9,,21.6,,20
747,747,,,,,,17.9,,21.6,,20
748,748,,,,,,17.9,,21.6,,20
749,749,,,,,,17.32,,21.8,,20
750,750,,,,,,17.32,,21.8,,20
751,751,,,,,,17.32,,21.8,,20
752,752,,,,,,17.32,,21.8,,20
753,753,,,,,,18.05,,21.8,,20
754,754,,,,,,18.05,,21.8,,20
755,755,,,,,,18.05,,21.8,,20
756,756,,,,,,18.05,,21.8,,20
757,757,,,,,,18.4,,22,,20
758,758,,,,,,18.4,,22,,20
759,759,,,,,,18.4,,22,,20
760,760,,,,,,18.4,,22,,20
761,761,,,,,,18.1,,21.6,,20
762,762,,,,,,18.1,,21.6,,20
763,763,,,,,,18.1,,21.6,,20
764,764,,,,,,18.1,,21.6,,20
765,765,,,,,,17.5,,21,,20
766,766,,,,,,17.5,,21,,20
767,767,,,,,,17.5,,21,,20
768,768,,,,,,17.5,,21,,20
769,769,,,,25.6,16.5,,,,,
770,770,,,,25.6,16.5,,,,,
771,771,,,,25.6,16.5,,,,,
772,772,,,,25.6,16.5,,,,,
773,773,,,,34.5,16.5,,,,,
774,774,,,,34.5,16.5,,,,,
775,775,,,,34.5,16.5,,,,,
776,776,,,,34.5,16.5,,,,,
777,777,,,,36.7,16.5,,,,,
778,778,,,,36.7,16.5,,,,,
779,779,,,,36.7,16.5,,,,,
780,780,,,,36.7,16.5,,,,,
781,781,,,,34.5,16.6,,,,,
782,782,,,,34.5,16.6,,,,,
783,783,,,,34.5,16.6,,,,,
784,784,,,,34.5,16.6,,,,,
785,785,,,,29.5,15.9,,,,,
786,786,,,,29.5,15.9,,,,,
787,787,,,,29.5,15.9,,,,,
788,788,,,,29.5,15.9,,,,,
789,789,,,,36.4,16.1,,,,,
790,790,,,,36.4,16.1,,,,,
791,791,,,,36.4,16.1,,,,,
792,792,,,,36.4,16.1,,,,,
793,793,,,,39,16.3,,,,,
794,794,,,,39,16.3,,,,,
795,795,,,,39,16.3,,,,,
796,796,,,,39,16.3,,,,,
797,797,,,,38.4,16.5,,,,,
798,798,,,,38.4,16.5,,,,,
799,799,,,,38.4,16.5,,,,,
800,800,,,,38.4,16.5,,,,,
801,801,,,,32.3,16,,,,,
802,802,,,,32.3,16,,,,,
803,803,,,,32.3,16,,,,,
804,804,,,,32.3,16,,,,,
805,805,,,,39.8,15.9,,,,,
806,806,,,,39.8,15.9,,,,,
807,807,,,,39.8,15.9,,,,,
808,808,,,,39.8,15.9,,,,,
809,809,,,,40.1,15.8,,,,,
810,810,,,,40.1,15.8,,,,,
811,811,,,,40.1,15.8,,,,,
812,812,,,,40.1,15.8,,,,,
813,813,,,,40,16.1,,,,,
814,814,,,,40,16.1,,,,,
815,815,,,,40,16.1,,,,,
816,816,,,,40,16.1,,,,,
817,817,,,,34,15.6,,,,,
818,818,,,,34,15.6,,,,,
819,819,,,,34,15.6,,,,,
820,820,,,,34,15.6,,,,,
821,821,,,,41.5,15.9,,,,,
822,822,,,,41.5,15.9,,,,,
823,823,,,,41.5,15.9,,,,,
824,824,,,,41.5,15.9,,,,,
825,825,,,,41.6,15.9,,,,,
826,826,,,,41.6,15.9,,,,,
827,827,,,,41.6,15.9,,,,,
828,828,,,,41.6,15.9,,,,,
829,829,,,,41.2,16.4,,,,,
830,830,,,,41.2,16.4,,,,,
831,831,,,,41.2,16.4,,,,,
832,832,,,,41.2,16.4,,,,,
833,833,,,,,,20,,25.5,,
834,834,,,,,,20,,25.5,,
835,835,,,,,,20,,25.5,,
836,836,,,,,,20,,25.5,,
837,837,,,,,,20.35,,26,,
838,838,,,,,,20.35,,26,,
839,839,,,,,,20.35,,26,,
840,840,,,,,,20.35,,26,,
841,841,,,,,,19.57,,25,,
842,842,,,,,,19.57,,25,,
843,843,,,,,,19.57,,25,,
844,844,,,,,,19.57,,25,,
845,845,,,,,,17.62,,24,,
846,846,,,,,,17.62,,24,,
847,847,,,,,,17.62,,24,,
848,848,,,,,,17.62,,24,,
849,849,,,,,,19.85,,25.5,,
850,850,,,,,,19.85,,25.5,,
851,851,,,,,,19.85,,25.5,,
852,852,,,,,,19.85,,25.5,,
853,853,,,,,,19.7,,25,,
854,854,,,,,,19.7,,25,,
855,855,,,,,,19.7,,25,,
856,856,,,,,,19.7,,25,,
857,857,,,,,,18.92,,24.8,,
858,858,,,,,,18.92,,24.8,,
859,859,,,,,,18.92,,24.8,,
860,860,,,,,,18.92,,24.8,,
861,861,,,,,,18.1,,24,,
862,862,,,,,,18.1,,24,,
863,863,,,,,,18.1,,24,,
864,864,,,,,,18.1,,24,,
865,865,,,,,,19.75,,25.5,,
866,866,,,,,,19.75,,25.5,,
867,867,,,,,,19.75,,25.5,,
868,868,,,,,,19.75,,25.5,,
869,869,,,,,,19.07,,25,,
870,870,,,,,,19.07,,25,,
871,871,,,,,,19.07,,25,,
872,872,,,,,,19.07,,25,,
873,873,,,,,,18.52,,24.5,,
874,874,,,,,,18.52,,24.5,,
875,875,,,,,,18.52,,24.5,,
876,876,,,,,,18.52,,24.5,,
877,877,,,,,,17.4,,23.5,,
878,878,,,,,,17.4,,23.5,,
879,879,,,,,,17.4,,23.5,,
880,880,,,,,,17.4,,23.5,,
881,881,,,,,,18.8,,25,,
882,882,,,,,,18.8,,25,,
883,883,,,,,,18.8,,25,,
884,884,,,,,,18.8,,25,,
885,885,,,,,,18.72,,25,,
886,886,,,,,,18.72,,25,,
887,887,,,,,,18.72,,25,,
888,888,,,,,,18.72,,25,,
889,889,,,,,,18.2,,24.5,,
890,890,,,,,,18.2,,24.5,,
891,891,,,,,,18.2,,24.5,,
892,892,,,,,,18.2,,24.5,,
893,893,,,,,,16.92,,23.2,,
894,894,,,,,,16.92,,23.2,,
895,895,,,,,,16.92,,23.2,,
896,896,,,,,,16.92,,23.2,,
897,897,,,,19.7,13.1,,,,,
898,898,,,,19.7,13.1,,,,,
899,899,,,,19.7,13.1,,,,,
900,900,,,,19.7,13.1,,,,,
901,901,,,,34.5,12.3,,,,,
902,902,,,,34.5,12.3,,,,,
903,903,,,,34.5,12.3,,,,,
904,904,,,,34.5,12.3,,,,,
905,905,,,,36.1,12.4,,,,,
906,906,,,,36.1,12.4,,,,,
907,907,,,,36.1,12.4,,,,,
908,908,,,,36.1,12.4,,,,,
909,909,,,,39.7,12.2,,,,,
910,910,,,,39.7,12.2,,,,,
911,911,,,,39.7,12.2,,,,,
912,912,,,,39.7,12.2,,,,,
913,913,,,,22.2,12,,,,,
914,914,,,,22.2,12,,,,,
915,915,,,,22.2,12,,,,,
916,916,,,,22.2,12,,,,,
917,917,,,,32,11.4,,,,,
918,918,,,,32,11.4,,,,,
919,919,,,,32,11.4,,,,,
920,920,,,,32,11.4,,,,,
921,921,,,,35.7,11,,,,,
922,922,,,,35.7,11,,,,,
923,923,,,,35.7,11,,,,,
924,924,,,,35.7,11,,,,,
925,925,,,,39.5,10.3,,,,,
926,926,,,,39.5,10.3,,,,,
927,927,,,,39.5,10.3,,,,,
928,928,,,,39.5,10.3,,,,,
929,929,,,,26.6,11.4,,,,,
930,930,,,,26.6,11.4,,,,,
931,931,,,,26.6,11.4,,,,,
932,932,,,,26.6,11.4,,,,,
933,933,,,,33.4,10.7,,,,,
934,934,,,,33.4,10.7,,,,,
935,935,,,,33.4,10.7,,,,,
936,936,,,,33.4,10.7,,,,,
937,937,,,,36.2,10.2,,,,,
938,938,,,,36.2,10.2,,,,,
939,939,,,,36.2,10.2,,,,,
940,940,,,,36.2,10.2,,,,,
941,941,,,,41.3,10.3,,,,,
942,942,,,,41.3,10.3,,,,,
943,943,,,,41.3,10.3,,,,,
944,944,,,,41.3,10.3,,,,,
945,945,,,,28.5,10.6,,,,,
946,946,,,,28.5,10.6,,,,,
947,947,,,,28.5,10.6,,,,,
948,948,,,,28.5,10.6,,,,,
949,949,,,,32.3,9.6,,,,,
950,950,,,,32.3,9.6,,,,,
951,951,,,,32.3,9.6,,,,,
952,952,,,,32.3,9.6,,,,,
953,953,,,,37.4,10.5,,,,,
954,954,,,,37.4,10.5,,,,,
955,955,,,,37.4,10.5,,,,,
956,956,,,,37.4,10.5,,,,,
957,957,,,,38.5,9.5,,,,,
958,958,,,,38.5,9.5,,,,,
959,959,,,,38.5,9.5,,,,,
960,960,,,,38.5,9.5,,,,,
961,961,,,,,,19.38,,25.4,,
962,962,,,,,,19.38,,25.4,,
963,963,,,,,,19.38,,25.4,,
964,964,,,,,,19.38,,25.4,,
965,965,,,,,,20.35,,26.3,,
966,966,,,,,,20.35,,26.3,,
967,967,,,,,,20.35,,26.3,,
968,968,,,,,,20.35,,26.3,,
969,969,,,,,,19.3,,25.3,,
970,970,,,,,,19.3,,25.3,,
971,971,,,,,,19.3,,25.3,,
972,972,,,,,,19.3,,25.3,,
973,973,,,,,,18.9,,25.1,,
974,974,,,,,,18.9,,25.1,,
975,975,,,,,,18.9,,25.1,,
976,976,,,,,,18.9,,25.1,,
977,977,,,,,,20.83,,27.1,,
978,978,,,,,,20.83,,27.1,,
979,979,,,,,,20.83,,27.1,,
980,980,,,,,,20.83,,27.1,,
981,981,,,,,,19.9,,26,,
982,982,,,,,,19.9,,26,,
983,983,,,,,,19.9,,26,,
984,984,,,,,,19.9,,26,,
985,985,,,,,,19.8,,26.1,,
986,986,,,,,,19.8,,26.1,,
987,987,,,,,,19.8,,26.1,,
988,988,,,,,,19.8,,26.1,,
989,989,,,,,,19.3,,25.5,,
990,990,,,,,,19.3,,25.5,,
991,991,,,,,,19.3,,25.5,,
992,992,,,,,,19.3,,25.5,,
993,993,,,,,,20.43,,26.2,,
994,994,,,,,,20.43,,26.2,,
995,995,,,,,,20.43,,26.2,,
996,996,,,,,,20.43,,26.2,,
997,997,,,,,,19.8,,26,,
998,998,,,,,,19.8,,26,,
999,999,,,,,,19.8,,26,,
1000,1000,,,,,,19.8,,26,,
1001,1001,,,,,,18.5,,23.7,,
1002,1002,,,,,,18.5,,23.7,,
1003,1003,,,,,,18.5,,23.7,,
1004,1004,,,,,,18.5,,23.7,,
1005,1005,,,,,,18.25,,24.6,,
1006,1006,,,,,,18.25,,24.6,,
1007,1007,,,,,,18.25,,24.6,,
1008,1008,,,,,,18.25,,24.6,,
1009,1009,,,,,,19.63,,25.1,,
1010,1010,,,,,,19.63,,25.1,,
1011,1011,,,,,,19.63,,25.1,,
1012,1012,,,,,,19.63,,25.1,,
1013,1013,,,,,,18.95,,24.1,,
1014,1014,,,,,,18.95,,24.1,,
1015,1015,,,,,,18.95,,24.1,,
1016,1016,,,,,,18.95,,24.1,,
1017,1017,,,,,,19.03,,25.2,,
1018,1018,,,,,,19.03,,25.2,,
1019,1019,,,,,,19.03,,25.2,,
1020,1020,,,,,,19.03,,25.2,,
1021,1021,,,,,,18.23,,24.5,,
1022,1022,,,,,,18.23,,24.5,,
1023,1023,,,,,,18.23,,24.5,,
1024,1024,,,,,,18.23,,24.5,,
