Aussaat_ID,Versuchsjahr,Termin,Termin_Aufgang,Parzelle_ID,Saatstaerke_kg_ha,Reihenabstand,Pflanzenabstand,Saat_Pflanzgut_ID,Keimfaehige_Koerner,Technik_ID
1347,1988,19880408,19880502,3,153.5,12.5,,14,320,9
1348,1988,19880408,19880502,4,153.5,12.5,,14,320,9
1349,1988,19880408,19880502,5,153.5,12.5,,14,320,9
1350,1988,19880408,19880502,6,153.5,12.5,,14,320,9
1351,1988,19880408,19880502,7,153.5,12.5,,14,320,9
1352,1988,19880408,19880502,8,153.5,12.5,,14,320,9
1353,1988,19880408,19880502,9,153.5,12.5,,14,320,9
1354,1988,19880408,19880502,10,153.5,12.5,,14,320,9
1355,1988,19880408,19880502,11,153.5,12.5,,14,320,9
1356,1988,19880408,19880502,12,153.5,12.5,,14,320,9
1357,1988,19880408,19880502,13,153.5,12.5,,14,320,9
1358,1988,19880408,19880502,14,153.5,12.5,,14,320,9
1359,1988,19880408,19880502,15,153.5,12.5,,14,320,9
1360,1988,19880408,19880502,16,153.5,12.5,,14,320,9
1361,1988,19880408,19880502,17,153.5,12.5,,14,320,9
1362,1988,19880408,19880502,18,153.5,12.5,,14,320,9
1363,1988,19880408,19880502,19,153.5,12.5,,14,320,9
1364,1988,19880408,19880502,20,153.5,12.5,,14,320,9
1365,1988,19880408,19880502,21,153.5,12.5,,14,320,9
1366,1988,19880408,19880502,22,153.5,12.5,,14,320,9
1367,1988,19880408,19880502,23,153.5,12.5,,14,320,9
1368,1988,19880408,19880502,24,153.5,12.5,,14,320,9
1369,1988,19880408,19880502,25,153.5,12.5,,14,320,9
1370,1988,19880408,19880502,26,153.5,12.5,,14,320,9
1371,1988,19880408,19880502,27,153.5,12.5,,14,320,9
1372,1988,19880408,19880502,28,153.5,12.5,,14,320,9
1373,1988,19880408,19880502,29,153.5,12.5,,14,320,9
1374,1988,19880408,19880502,30,153.5,12.5,,14,320,9
1375,1988,19880408,19880502,31,153.5,12.5,,14,320,9
1376,1988,19880408,19880502,32,153.5,12.5,,14,320,9
1377,1988,19880408,19880502,33,153.5,12.5,,14,320,9
1378,1988,19880408,19880502,34,153.5,12.5,,14,320,9
1379,1988,19880408,19880502,35,153.5,12.5,,14,320,9
1380,1988,19880408,19880502,36,153.5,12.5,,14,320,9
1381,1988,19880408,19880502,37,153.5,12.5,,14,320,9
1382,1988,19880408,19880502,38,153.5,12.5,,14,320,9
1383,1988,19880408,19880502,39,153.5,12.5,,14,320,9
1384,1988,19880408,19880502,40,153.5,12.5,,14,320,9
1385,1988,19880408,19880502,41,153.5,12.5,,14,320,9
1386,1988,19880408,19880502,42,153.5,12.5,,14,320,9
1387,1988,19880408,19880502,43,153.5,12.5,,14,320,9
1388,1988,19880408,19880502,44,153.5,12.5,,14,320,9
1389,1988,19880408,19880502,45,153.5,12.5,,14,320,9
1390,1988,19880408,19880502,46,153.5,12.5,,14,320,9
1391,1988,19880408,19880502,47,153.5,12.5,,14,320,9
1392,1988,19880408,19880502,48,153.5,12.5,,14,320,9
1393,1988,19880408,19880502,49,153.5,12.5,,14,320,9
1394,1988,19880408,19880502,50,153.5,12.5,,14,320,9
1395,1988,19880408,19880502,51,153.5,12.5,,14,320,9
1396,1988,19880408,19880502,52,153.5,12.5,,14,320,9
1397,1988,19880408,19880502,53,153.5,12.5,,14,320,9
1398,1988,19880408,19880502,54,153.5,12.5,,14,320,9
1399,1988,19880408,19880502,55,153.5,12.5,,14,320,9
1400,1988,19880408,19880502,56,153.5,12.5,,14,320,9
1401,1988,19880408,19880502,57,153.5,12.5,,14,320,9
1402,1988,19880408,19880502,58,153.5,12.5,,14,320,9
1403,1988,19880408,19880502,59,153.5,12.5,,14,320,9
1404,1988,19880408,19880502,60,153.5,12.5,,14,320,9
1405,1988,19880408,19880502,61,153.5,12.5,,14,320,9
1406,1988,19880408,19880502,62,153.5,12.5,,14,320,9
1407,1988,19880408,19880502,63,153.5,12.5,,14,320,9
1408,1988,19880408,19880502,64,153.5,12.5,,14,320,9
1409,1989,19890412,19890519,1,,75,33.3,12,,10
1410,1989,19890412,19890519,2,,75,33.3,12,,10
1411,1989,19890412,19890519,3,,75,33.3,12,,10
1412,1989,19890412,19890519,4,,75,33.3,12,,10
1413,1989,19890412,19890519,5,,75,33.3,12,,10
1414,1989,19890412,19890519,6,,75,33.3,12,,10
1415,1989,19890412,19890519,7,,75,33.3,12,,10
1416,1989,19890412,19890519,8,,75,33.3,12,,10
1417,1989,19890412,19890519,9,,75,33.3,12,,10
1418,1989,19890412,19890519,10,,75,33.3,12,,10
1419,1989,19890412,19890519,11,,75,33.3,12,,10
1420,1989,19890412,19890519,12,,75,33.3,12,,10
1421,1989,19890412,19890519,13,,75,33.3,12,,10
1422,1989,19890412,19890519,14,,75,33.3,12,,10
1423,1989,19890412,19890519,15,,75,33.3,12,,10
1424,1989,19890412,19890519,16,,75,33.3,12,,10
1425,1989,19890412,19890519,17,,75,33.3,12,,10
1426,1989,19890412,19890519,18,,75,33.3,12,,10
1427,1989,19890412,19890519,19,,75,33.3,12,,10
1428,1989,19890412,19890519,20,,75,33.3,12,,10
1429,1989,19890412,19890519,21,,75,33.3,12,,10
1430,1989,19890412,19890519,22,,75,33.3,12,,10
1431,1989,19890412,19890519,23,,75,33.3,12,,10
1432,1989,19890412,19890519,24,,75,33.3,12,,10
1433,1989,19890412,19890519,25,,75,33.3,12,,10
1434,1989,19890412,19890519,26,,75,33.3,12,,10
1435,1989,19890412,19890519,27,,75,33.3,12,,10
1436,1989,19890412,19890519,28,,75,33.3,12,,10
1437,1989,19890412,19890519,29,,75,33.3,12,,10
1438,1989,19890412,19890519,30,,75,33.3,12,,10
1439,1989,19890412,19890519,31,,75,33.3,12,,10
1440,1989,19890412,19890519,32,,75,33.3,12,,10
1441,1989,19890412,19890519,33,,75,33.3,12,,10
1442,1989,19890412,19890519,34,,75,33.3,12,,10
1443,1989,19890412,19890519,35,,75,33.3,12,,10
1444,1989,19890412,19890519,36,,75,33.3,12,,10
1445,1989,19890412,19890519,37,,75,33.3,12,,10
1446,1989,19890412,19890519,38,,75,33.3,12,,10
1447,1989,19890412,19890519,39,,75,33.3,12,,10
1448,1989,19890412,19890519,40,,75,33.3,12,,10
1449,1989,19890412,19890519,41,,75,33.3,12,,10
1450,1989,19890412,19890519,42,,75,33.3,12,,10
1451,1989,19890412,19890519,43,,75,33.3,12,,10
1452,1989,19890412,19890519,44,,75,33.3,12,,10
1453,1989,19890412,19890519,45,,75,33.3,12,,10
1454,1989,19890412,19890519,46,,75,33.3,12,,10
1455,1989,19890412,19890519,47,,75,33.3,12,,10
1456,1989,19890412,19890519,48,,75,33.3,12,,10
1457,1989,19890412,19890519,49,,75,33.3,12,,10
1458,1989,19890412,19890519,50,,75,33.3,12,,10
1459,1989,19890412,19890519,51,,75,33.3,12,,10
1460,1989,19890412,19890519,52,,75,33.3,12,,10
1461,1989,19890412,19890519,53,,75,33.3,12,,10
1462,1989,19890412,19890519,54,,75,33.3,12,,10
1463,1989,19890412,19890519,55,,75,33.3,12,,10
1464,1989,19890412,19890519,56,,75,33.3,12,,10
1465,1989,19890412,19890519,57,,75,33.3,12,,10
1466,1989,19890412,19890519,58,,75,33.3,12,,10
1467,1989,19890412,19890519,59,,75,33.3,12,,10
1468,1989,19890412,19890519,60,,75,33.3,12,,10
1469,1989,19890412,19890519,61,,75,33.3,12,,10
1470,1989,19890412,19890519,62,,75,33.3,12,,10
1471,1989,19890412,19890519,63,,75,33.3,12,,10
1472,1989,19890412,19890519,64,,75,33.3,12,,10
1473,1990,19891006,19891020,1,200.3,12.5,,18,500,9
1474,1990,19891006,19891020,2,200.3,12.5,,18,500,9
1475,1990,19891006,19891020,3,200.3,12.5,,18,500,9
1476,1990,19891006,19891020,4,200.3,12.5,,18,500,9
1477,1990,19891006,19891020,5,200.3,12.5,,18,500,9
1478,1990,19891006,19891020,6,200.3,12.5,,18,500,9
1479,1990,19891006,19891020,7,200.3,12.5,,18,500,9
1480,1990,19891006,19891020,8,200.3,12.5,,18,500,9
1481,1990,19891006,19891020,9,200.3,12.5,,18,500,9
1482,1990,19891006,19891020,10,200.3,12.5,,18,500,9
1483,1990,19891006,19891020,11,200.3,12.5,,18,500,9
1484,1990,19891006,19891020,12,200.3,12.5,,18,500,9
1485,1990,19891006,19891020,13,200.3,12.5,,18,500,9
1486,1990,19891006,19891020,14,200.3,12.5,,18,500,9
1487,1990,19891006,19891020,15,200.3,12.5,,18,500,9
1488,1990,19891006,19891020,16,200.3,12.5,,18,500,9
1489,1990,19891006,19891020,17,200.3,12.5,,18,500,9
1490,1990,19891006,19891020,18,200.3,12.5,,18,500,9
1491,1990,19891006,19891020,19,200.3,12.5,,18,500,9
1492,1990,19891006,19891020,20,200.3,12.5,,18,500,9
1493,1990,19891006,19891020,21,200.3,12.5,,18,500,9
1494,1990,19891006,19891020,22,200.3,12.5,,18,500,9
1495,1990,19891006,19891020,23,200.3,12.5,,18,500,9
1496,1990,19891006,19891020,24,200.3,12.5,,18,500,9
1497,1990,19891006,19891020,25,200.3,12.5,,18,500,9
1498,1990,19891006,19891020,26,200.3,12.5,,18,500,9
1499,1990,19891006,19891020,27,200.3,12.5,,18,500,9
1500,1990,19891006,19891020,28,200.3,12.5,,18,500,9
1501,1990,19891006,19891020,29,200.3,12.5,,18,500,9
1502,1990,19891006,19891020,30,200.3,12.5,,18,500,9
1503,1990,19891006,19891020,31,200.3,12.5,,18,500,9
1504,1990,19891006,19891020,32,200.3,12.5,,18,500,9
1505,1990,19891006,19891020,33,200.3,12.5,,18,500,9
1506,1990,19891006,19891020,34,200.3,12.5,,18,500,9
1507,1990,19891006,19891020,35,200.3,12.5,,18,500,9
1508,1990,19891006,19891020,36,200.3,12.5,,18,500,9
1509,1990,19891006,19891020,37,200.3,12.5,,18,500,9
1510,1990,19891006,19891020,38,200.3,12.5,,18,500,9
1511,1990,19891006,19891020,39,200.3,12.5,,18,500,9
1512,1990,19891006,19891020,40,200.3,12.5,,18,500,9
1513,1990,19891006,19891020,41,200.3,12.5,,18,500,9
1514,1990,19891006,19891020,42,200.3,12.5,,18,500,9
1515,1990,19891006,19891020,43,200.3,12.5,,18,500,9
1516,1990,19891006,19891020,44,200.3,12.5,,18,500,9
1517,1990,19891006,19891020,45,200.3,12.5,,18,500,9
1518,1990,19891006,19891020,46,200.3,12.5,,18,500,9
1519,1990,19891006,19891020,47,200.3,12.5,,18,500,9
1520,1990,19891006,19891020,48,200.3,12.5,,18,500,9
1521,1990,19891006,19891020,49,200.3,12.5,,18,500,9
1522,1990,19891006,19891020,50,200.3,12.5,,18,500,9
1523,1990,19891006,19891020,51,200.3,12.5,,18,500,9
1524,1990,19891006,19891020,52,200.3,12.5,,18,500,9
1525,1990,19891006,19891020,53,200.3,12.5,,18,500,9
1526,1990,19891006,19891020,54,200.3,12.5,,18,500,9
1527,1990,19891006,19891020,55,200.3,12.5,,18,500,9
1528,1990,19891006,19891020,56,200.3,12.5,,18,500,9
1529,1990,19891006,19891020,57,200.3,12.5,,18,500,9
1530,1990,19891006,19891020,58,200.3,12.5,,18,500,9
1531,1990,19891006,19891020,59,200.3,12.5,,18,500,9
1532,1990,19891006,19891020,60,200.3,12.5,,18,500,9
1533,1990,19891006,19891020,61,200.3,12.5,,18,500,9
1534,1990,19891006,19891020,62,200.3,12.5,,18,500,9
1535,1990,19891006,19891020,63,200.3,12.5,,18,500,9
1536,1990,19891006,19891020,64,200.3,12.5,,18,500,9
1537,1991,19900926,19901010,1,134.2,12.5,,16,320,9
1538,1991,19900926,19901010,2,134.2,12.5,,16,320,9
1539,1991,19900926,19901010,3,134.2,12.5,,16,320,9
1540,1991,19900926,19901010,4,134.2,12.5,,16,320,9
1541,1991,19900926,19901010,5,134.2,12.5,,16,320,9
1542,1991,19900926,19901010,6,134.2,12.5,,16,320,9
1543,1991,19900926,19901010,7,134.2,12.5,,16,320,9
1544,1991,19900926,19901010,8,134.2,12.5,,16,320,9
1545,1991,19900926,19901010,9,134.2,12.5,,16,320,9
1546,1991,19900926,19901010,10,134.2,12.5,,16,320,9
1547,1991,19900926,19901010,11,134.2,12.5,,16,320,9
1548,1991,19900926,19901010,12,134.2,12.5,,16,320,9
1549,1991,19900926,19901010,13,134.2,12.5,,16,320,9
1550,1991,19900926,19901010,14,134.2,12.5,,16,320,9
1551,1991,19900926,19901010,15,134.2,12.5,,16,320,9
1552,1991,19900926,19901010,16,134.2,12.5,,16,320,9
1553,1991,19900926,19901010,17,134.2,12.5,,16,320,9
1554,1991,19900926,19901010,18,134.2,12.5,,16,320,9
1555,1991,19900926,19901010,19,134.2,12.5,,16,320,9
1556,1991,19900926,19901010,20,134.2,12.5,,16,320,9
1557,1991,19900926,19901010,21,134.2,12.5,,16,320,9
1558,1991,19900926,19901010,22,134.2,12.5,,16,320,9
1559,1991,19900926,19901010,23,134.2,12.5,,16,320,9
1560,1991,19900926,19901010,24,134.2,12.5,,16,320,9
1561,1991,19900926,19901010,25,134.2,12.5,,16,320,9
1562,1991,19900926,19901010,26,134.2,12.5,,16,320,9
1563,1991,19900926,19901010,27,134.2,12.5,,16,320,9
1564,1991,19900926,19901010,28,134.2,12.5,,16,320,9
1565,1991,19900926,19901010,29,134.2,12.5,,16,320,9
1566,1991,19900926,19901010,30,134.2,12.5,,16,320,9
1567,1991,19900926,19901010,31,134.2,12.5,,16,320,9
1568,1991,19900926,19901010,32,134.2,12.5,,16,320,9
1569,1991,19900926,19901010,33,134.2,12.5,,16,320,9
1570,1991,19900926,19901010,34,134.2,12.5,,16,320,9
1571,1991,19900926,19901010,35,134.2,12.5,,16,320,9
1572,1991,19900926,19901010,36,134.2,12.5,,16,320,9
1573,1991,19900926,19901010,37,134.2,12.5,,16,320,9
1574,1991,19900926,19901010,38,134.2,12.5,,16,320,9
1575,1991,19900926,19901010,39,134.2,12.5,,16,320,9
1576,1991,19900926,19901010,40,134.2,12.5,,16,320,9
1577,1991,19900926,19901010,41,134.2,12.5,,16,320,9
1578,1991,19900926,19901010,42,134.2,12.5,,16,320,9
1579,1991,19900926,19901010,43,134.2,12.5,,16,320,9
1580,1991,19900926,19901010,44,134.2,12.5,,16,320,9
1581,1991,19900926,19901010,45,134.2,12.5,,16,320,9
1582,1991,19900926,19901010,46,134.2,12.5,,16,320,9
1583,1991,19900926,19901010,47,134.2,12.5,,16,320,9
1584,1991,19900926,19901010,48,134.2,12.5,,16,320,9
1585,1991,19900926,19901010,49,134.2,12.5,,16,320,9
1586,1991,19900926,19901010,50,134.2,12.5,,16,320,9
1587,1991,19900926,19901010,51,134.2,12.5,,16,320,9
1588,1991,19900926,19901010,52,134.2,12.5,,16,320,9
1589,1991,19900926,19901010,53,134.2,12.5,,16,320,9
1590,1991,19900926,19901010,54,134.2,12.5,,16,320,9
1591,1991,19900926,19901010,55,134.2,12.5,,16,320,9
1592,1991,19900926,19901010,56,134.2,12.5,,16,320,9
1593,1991,19900926,19901010,57,134.2,12.5,,16,320,9
1594,1991,19900926,19901010,58,134.2,12.5,,16,320,9
1595,1991,19900926,19901010,59,134.2,12.5,,16,320,9
1596,1991,19900926,19901010,60,134.2,12.5,,16,320,9
1597,1991,19900926,19901010,61,134.2,12.5,,16,320,9
1598,1991,19900926,19901010,62,134.2,12.5,,16,320,9
1599,1991,19900926,19901010,63,134.2,12.5,,16,320,9
1600,1991,19900926,19901010,64,134.2,12.5,,16,320,9
1601,1992,19920416,19920512,1,,41.7,,19,,8
1602,1992,19920416,19920512,2,,41.7,,19,,8
1603,1992,19920416,19920512,3,,41.7,,19,,8
1604,1992,19920416,19920512,4,,41.7,,19,,8
1605,1992,19920416,19920512,5,,41.7,,19,,8
1606,1992,19920416,19920512,6,,41.7,,19,,8
1607,1992,19920416,19920512,7,,41.7,,19,,8
1608,1992,19920416,19920512,8,,41.7,,19,,8
1609,1992,19920416,19920512,9,,41.7,,19,,8
1610,1992,19920416,19920512,10,,41.7,,19,,8
1611,1992,19920416,19920512,11,,41.7,,19,,8
1612,1992,19920416,19920512,12,,41.7,,19,,8
1613,1992,19920416,19920512,13,,41.7,,19,,8
1614,1992,19920416,19920512,14,,41.7,,19,,8
1615,1992,19920416,19920512,15,,41.7,,19,,8
1616,1992,19920416,19920512,16,,41.7,,19,,8
1617,1992,19920416,19920512,17,,41.7,,19,,8
1618,1992,19920416,19920512,18,,41.7,,19,,8
1619,1992,19920416,19920512,19,,41.7,,19,,8
1620,1992,19920416,19920512,20,,41.7,,19,,8
1621,1992,19920416,19920512,21,,41.7,,19,,8
1622,1992,19920416,19920512,22,,41.7,,19,,8
1623,1992,19920416,19920512,23,,41.7,,19,,8
1624,1992,19920416,19920512,24,,41.7,,19,,8
1625,1992,19920416,19920512,25,,41.7,,19,,8
1626,1992,19920416,19920512,26,,41.7,,19,,8
1627,1992,19920416,19920512,27,,41.7,,19,,8
1628,1992,19920416,19920512,28,,41.7,,19,,8
1629,1992,19920416,19920512,29,,41.7,,19,,8
1630,1992,19920416,19920512,30,,41.7,,19,,8
1631,1992,19920416,19920512,31,,41.7,,19,,8
1632,1992,19920416,19920512,32,,41.7,,19,,8
1633,1992,19920416,19920512,33,,41.7,,19,,8
1634,1992,19920416,19920512,34,,41.7,,19,,8
1635,1992,19920416,19920512,35,,41.7,,19,,8
1636,1992,19920416,19920512,36,,41.7,,19,,8
1637,1992,19920416,19920512,37,,41.7,,19,,8
1638,1992,19920416,19920512,38,,41.7,,19,,8
1639,1992,19920416,19920512,39,,41.7,,19,,8
1640,1992,19920416,19920512,40,,41.7,,19,,8
1641,1992,19920416,19920512,41,,41.7,,19,,8
1642,1992,19920416,19920512,42,,41.7,,19,,8
1643,1992,19920416,19920512,43,,41.7,,19,,8
1644,1992,19920416,19920512,44,,41.7,,19,,8
1645,1992,19920416,19920512,45,,41.7,,19,,8
1646,1992,19920416,19920512,46,,41.7,,19,,8
1647,1992,19920416,19920512,47,,41.7,,19,,8
1648,1992,19920416,19920512,48,,41.7,,19,,8
1649,1992,19920416,19920512,49,,41.7,,19,,8
1650,1992,19920416,19920512,50,,41.7,,19,,8
1651,1992,19920416,19920512,51,,41.7,,19,,8
1652,1992,19920416,19920512,52,,41.7,,19,,8
1653,1992,19920416,19920512,53,,41.7,,19,,8
1654,1992,19920416,19920512,54,,41.7,,19,,8
1655,1992,19920416,19920512,55,,41.7,,19,,8
1656,1992,19920416,19920512,56,,41.7,,19,,8
1657,1992,19920416,19920512,57,,41.7,,19,,8
1658,1992,19920416,19920512,58,,41.7,,19,,8
1659,1992,19920416,19920512,59,,41.7,,19,,8
1660,1992,19920416,19920512,60,,41.7,,19,,8
1661,1992,19920416,19920512,61,,41.7,,19,,8
1662,1992,19920416,19920512,62,,41.7,,19,,8
1663,1992,19920416,19920512,63,,41.7,,19,,8
1664,1992,19920416,19920512,64,,41.7,,19,,8
1665,1993,19930323,19930419,1,142.5,12.5,,20,320,9
1666,1993,19930323,19930419,2,142.5,12.5,,20,320,9
1667,1993,19930323,19930419,3,142.5,12.5,,20,320,9
1668,1993,19930323,19930419,4,142.5,12.5,,20,320,9
1669,1993,19930323,19930419,5,142.5,12.5,,20,320,9
1670,1993,19930323,19930419,6,142.5,12.5,,20,320,9
1671,1993,19930323,19930419,7,142.5,12.5,,20,320,9
1672,1993,19930323,19930419,8,142.5,12.5,,20,320,9
1673,1993,19930323,19930419,9,142.5,12.5,,20,320,9
1674,1993,19930323,19930419,10,142.5,12.5,,20,320,9
1675,1993,19930323,19930419,11,142.5,12.5,,20,320,9
1676,1993,19930323,19930419,12,142.5,12.5,,20,320,9
1677,1993,19930323,19930419,13,142.5,12.5,,20,320,9
1678,1993,19930323,19930419,14,142.5,12.5,,20,320,9
1679,1993,19930323,19930419,15,142.5,12.5,,20,320,9
1680,1993,19930323,19930419,16,142.5,12.5,,20,320,9
1681,1993,19930323,19930419,17,142.5,12.5,,20,320,9
1682,1993,19930323,19930419,18,142.5,12.5,,20,320,9
1683,1993,19930323,19930419,19,142.5,12.5,,20,320,9
1684,1993,19930323,19930419,20,142.5,12.5,,20,320,9
1685,1993,19930323,19930419,21,142.5,12.5,,20,320,9
1686,1993,19930323,19930419,22,142.5,12.5,,20,320,9
1687,1993,19930323,19930419,23,142.5,12.5,,20,320,9
1688,1993,19930323,19930419,24,142.5,12.5,,20,320,9
1689,1993,19930323,19930419,25,142.5,12.5,,20,320,9
1690,1993,19930323,19930419,26,142.5,12.5,,20,320,9
1691,1993,19930323,19930419,27,142.5,12.5,,20,320,9
1692,1993,19930323,19930419,28,142.5,12.5,,20,320,9
1693,1993,19930323,19930419,29,142.5,12.5,,20,320,9
1694,1993,19930323,19930419,30,142.5,12.5,,20,320,9
1695,1993,19930323,19930419,31,142.5,12.5,,20,320,9
1696,1993,19930323,19930419,32,142.5,12.5,,20,320,9
1697,1993,19930323,19930419,33,142.5,12.5,,20,320,9
1698,1993,19930323,19930419,34,142.5,12.5,,20,320,9
1699,1993,19930323,19930419,35,142.5,12.5,,20,320,9
1700,1993,19930323,19930419,36,142.5,12.5,,20,320,9
1701,1993,19930323,19930419,37,142.5,12.5,,20,320,9
1702,1993,19930323,19930419,38,142.5,12.5,,20,320,9
1703,1993,19930323,19930419,39,142.5,12.5,,20,320,9
1704,1993,19930323,19930419,40,142.5,12.5,,20,320,9
1705,1993,19930323,19930419,41,142.5,12.5,,20,320,9
1706,1993,19930323,19930419,42,142.5,12.5,,20,320,9
1707,1993,19930323,19930419,43,142.5,12.5,,20,320,9
1708,1993,19930323,19930419,44,142.5,12.5,,20,320,9
1709,1993,19930323,19930419,45,142.5,12.5,,20,320,9
1710,1993,19930323,19930419,46,142.5,12.5,,20,320,9
1711,1993,19930323,19930419,47,142.5,12.5,,20,320,9
1712,1993,19930323,19930419,48,142.5,12.5,,20,320,9
1713,1993,19930323,19930419,49,142.5,12.5,,20,320,9
1714,1993,19930323,19930419,50,142.5,12.5,,20,320,9
1715,1993,19930323,19930419,51,142.5,12.5,,20,320,9
1716,1993,19930323,19930419,52,142.5,12.5,,20,320,9
1717,1993,19930323,19930419,53,142.5,12.5,,20,320,9
1718,1993,19930323,19930419,54,142.5,12.5,,20,320,9
1719,1993,19930323,19930419,55,142.5,12.5,,20,320,9
1720,1993,19930323,19930419,56,142.5,12.5,,20,320,9
