Versuchsaufbau_ID,Versuchsjahr,Parzelle_ID,Kultur_ID,Pruefglied_ID,Bewaesserung
1,1967,1,1,11,0
2,1967,2,1,12,0
3,1967,3,1,13,0
4,1967,4,1,14,0
5,1967,5,1,21,0
6,1967,6,1,22,0
7,1967,7,1,23,0
8,1967,8,1,24,0
9,1967,9,1,31,0
10,1967,10,1,32,0
11,1967,11,1,33,0
12,1967,12,1,34,0
13,1967,13,1,41,0
14,1967,14,1,42,0
15,1967,15,1,43,0
16,1967,16,1,44,0
17,1967,17,1,21,0
18,1967,18,1,22,0
19,1967,19,1,23,0
20,1967,20,1,24,0
21,1967,21,1,42,0
22,1967,22,1,11,0
23,1967,23,1,43,0
24,1967,24,1,33,0
25,1967,25,1,41,0
26,1967,26,1,14,0
27,1967,27,1,44,0
28,1967,28,1,12,0
29,1967,29,1,31,0
30,1967,30,1,13,0
31,1967,31,1,32,0
32,1967,32,1,34,0
33,1967,33,1,31,0
34,1967,34,1,32,0
35,1967,35,1,33,0
36,1967,36,1,34,0
37,1967,37,1,13,0
38,1967,38,1,44,0
39,1967,39,1,12,0
40,1967,40,1,41,0
41,1967,41,1,22,0
42,1967,42,1,42,0
43,1967,43,1,21,0
44,1967,44,1,43,0
45,1967,45,1,11,0
46,1967,46,1,24,0
47,1967,47,1,23,0
48,1967,48,1,14,0
49,1967,49,1,41,0
50,1967,50,1,42,0
51,1967,51,1,43,0
52,1967,52,1,44,0
53,1967,53,1,14,0
54,1967,54,1,31,0
55,1967,55,1,34,0
56,1967,56,1,32,0
57,1967,57,1,11,0
58,1967,58,1,24,0
59,1967,59,1,23,0
60,1967,60,1,13,0
61,1967,61,1,21,0
62,1967,62,1,33,0
63,1967,63,1,12,0
64,1967,64,1,22,0
65,1968,1,2,11,0
66,1968,2,2,12,0
67,1968,3,2,13,0
68,1968,4,2,14,0
69,1968,5,2,21,0
70,1968,6,2,22,0
71,1968,7,2,23,0
72,1968,8,2,24,0
73,1968,9,2,31,0
74,1968,10,2,32,0
75,1968,11,2,33,0
76,1968,12,2,34,0
77,1968,13,2,41,0
78,1968,14,2,42,0
79,1968,15,2,43,0
80,1968,16,2,44,0
81,1968,17,2,21,0
82,1968,18,2,22,0
83,1968,19,2,23,0
84,1968,20,2,24,0
85,1968,21,2,42,0
86,1968,22,2,11,0
87,1968,23,2,43,0
88,1968,24,2,33,0
89,1968,25,2,41,0
90,1968,26,2,14,0
91,1968,27,2,44,0
92,1968,28,2,12,0
93,1968,29,2,31,0
94,1968,30,2,13,0
95,1968,31,2,32,0
96,1968,32,2,34,0
97,1968,33,2,31,0
98,1968,34,2,32,0
99,1968,35,2,33,0
100,1968,36,2,34,0
101,1968,37,2,13,0
102,1968,38,2,44,0
103,1968,39,2,12,0
104,1968,40,2,41,0
105,1968,41,2,22,0
106,1968,42,2,42,0
107,1968,43,2,21,0
108,1968,44,2,43,0
109,1968,45,2,11,0
110,1968,46,2,24,0
111,1968,47,2,23,0
112,1968,48,2,14,0
113,1968,49,2,41,0
114,1968,50,2,42,0
115,1968,51,2,43,0
116,1968,52,2,44,0
117,1968,53,2,14,0
118,1968,54,2,31,0
119,1968,55,2,34,0
120,1968,56,2,32,0
121,1968,57,2,11,0
122,1968,58,2,24,0
123,1968,59,2,23,0
124,1968,60,2,13,0
125,1968,61,2,21,0
126,1968,62,2,33,0
127,1968,63,2,12,0
128,1968,64,2,22,0
129,1969,1,3,11,0
130,1969,2,3,12,0
131,1969,3,3,13,0
132,1969,4,3,14,0
133,1969,5,3,21,0
134,1969,6,3,22,0
135,1969,7,3,23,0
136,1969,8,3,24,0
137,1969,9,3,31,0
138,1969,10,3,32,0
139,1969,11,3,33,0
140,1969,12,3,34,0
141,1969,13,3,41,0
142,1969,14,3,42,0
143,1969,15,3,43,0
144,1969,16,3,44,0
145,1969,17,3,21,0
146,1969,18,3,22,0
147,1969,19,3,23,0
148,1969,20,3,24,0
149,1969,21,3,42,0
150,1969,22,3,11,0
151,1969,23,3,43,0
152,1969,24,3,33,0
153,1969,25,3,41,0
154,1969,26,3,14,0
155,1969,27,3,44,0
156,1969,28,3,12,0
157,1969,29,3,31,0
158,1969,30,3,13,0
159,1969,31,3,32,0
160,1969,32,3,34,0
161,1969,33,3,31,0
162,1969,34,3,32,0
163,1969,35,3,33,0
164,1969,36,3,34,0
165,1969,37,3,13,0
166,1969,38,3,44,0
167,1969,39,3,12,0
168,1969,40,3,41,0
169,1969,41,3,22,0
170,1969,42,3,42,0
171,1969,43,3,21,0
172,1969,44,3,43,0
173,1969,45,3,11,0
174,1969,46,3,24,0
175,1969,47,3,23,0
176,1969,48,3,14,0
177,1969,49,3,41,0
178,1969,50,3,42,0
179,1969,51,3,43,0
180,1969,52,3,44,0
181,1969,53,3,14,0
182,1969,54,3,31,0
183,1969,55,3,34,0
184,1969,56,3,32,0
185,1969,57,3,11,0
186,1969,58,3,24,0
187,1969,59,3,23,0
188,1969,60,3,13,0
189,1969,61,3,21,0
190,1969,62,3,33,0
191,1969,63,3,12,0
192,1969,64,3,22,0
193,1970,1,4,11,0
194,1970,2,4,12,0
195,1970,3,4,13,0
196,1970,4,4,14,0
197,1970,5,4,21,0
198,1970,6,4,22,0
199,1970,7,4,23,0
200,1970,8,4,24,0
201,1970,9,4,31,0
202,1970,10,4,32,0
203,1970,11,4,33,0
204,1970,12,4,34,0
205,1970,13,4,41,0
206,1970,14,4,42,0
207,1970,15,4,43,0
208,1970,16,4,44,0
209,1970,17,4,21,0
210,1970,18,4,22,0
211,1970,19,4,23,0
212,1970,20,4,24,0
213,1970,21,4,42,0
214,1970,22,4,11,0
215,1970,23,4,43,0
216,1970,24,4,33,0
217,1970,25,4,41,0
218,1970,26,4,14,0
219,1970,27,4,44,0
220,1970,28,4,12,0
221,1970,29,4,31,0
222,1970,30,4,13,0
223,1970,31,4,32,0
224,1970,32,4,34,0
225,1970,33,4,31,0
226,1970,34,4,32,0
227,1970,35,4,33,0
228,1970,36,4,34,0
229,1970,37,4,13,0
230,1970,38,4,44,0
231,1970,39,4,12,0
232,1970,40,4,41,0
233,1970,41,4,22,0
234,1970,42,4,42,0
235,1970,43,4,21,0
236,1970,44,4,43,0
237,1970,45,4,11,0
238,1970,46,4,24,0
239,1970,47,4,23,0
240,1970,48,4,14,0
241,1970,49,4,41,0
242,1970,50,4,42,0
243,1970,51,4,43,0
244,1970,52,4,44,0
245,1970,53,4,14,0
246,1970,54,4,31,0
247,1970,55,4,34,0
248,1970,56,4,32,0
249,1970,57,4,11,0
250,1970,58,4,24,0
251,1970,59,4,23,0
252,1970,60,4,13,0
253,1970,61,4,21,0
254,1970,62,4,33,0
255,1970,63,4,12,0
256,1970,64,4,22,0
257,1971,1,1,11,0
258,1971,2,1,12,0
259,1971,3,1,13,0
260,1971,4,1,14,0
261,1971,5,1,21,0
262,1971,6,1,22,0
263,1971,7,1,23,0
264,1971,8,1,24,0
265,1971,9,1,31,0
266,1971,10,1,32,0
267,1971,11,1,33,0
268,1971,12,1,34,0
269,1971,13,1,41,0
270,1971,14,1,42,0
271,1971,15,1,43,0
272,1971,16,1,44,0
273,1971,17,1,21,0
274,1971,18,1,22,0
275,1971,19,1,23,0
276,1971,20,1,24,0
277,1971,21,1,42,0
278,1971,22,1,11,0
279,1971,23,1,43,0
280,1971,24,1,33,0
281,1971,25,1,41,0
282,1971,26,1,14,0
283,1971,27,1,44,0
284,1971,28,1,12,0
285,1971,29,1,31,0
286,1971,30,1,13,0
287,1971,31,1,32,0
288,1971,32,1,34,0
289,1971,33,1,31,0
290,1971,34,1,32,0
291,1971,35,1,33,0
292,1971,36,1,34,0
293,1971,37,1,13,0
294,1971,38,1,44,0
295,1971,39,1,12,0
296,1971,40,1,41,0
297,1971,41,1,22,0
298,1971,42,1,42,0
299,1971,43,1,21,0
300,1971,44,1,43,0
301,1971,45,1,11,0
302,1971,46,1,24,0
303,1971,47,1,23,0
304,1971,48,1,14,0
305,1971,49,1,41,0
306,1971,50,1,42,0
307,1971,51,1,43,0
308,1971,52,1,44,0
309,1971,53,1,14,0
310,1971,54,1,31,0
311,1971,55,1,34,0
312,1971,56,1,32,0
313,1971,57,1,11,0
314,1971,58,1,24,0
315,1971,59,1,23,0
316,1971,60,1,13,0
317,1971,61,1,21,0
318,1971,62,1,33,0
319,1971,63,1,12,0
320,1971,64,1,22,0
321,1972,1,2,11,0
322,1972,2,2,12,0
323,1972,3,2,13,0
324,1972,4,2,14,0
325,1972,5,2,21,0
326,1972,6,2,22,0
327,1972,7,2,23,0
328,1972,8,2,24,0
329,1972,9,2,31,0
330,1972,10,2,32,0
331,1972,11,2,33,0
332,1972,12,2,34,0
333,1972,13,2,41,0
334,1972,14,2,42,0
335,1972,15,2,43,0
336,1972,16,2,44,0
337,1972,17,2,21,0
338,1972,18,2,22,0
339,1972,19,2,23,0
340,1972,20,2,24,0
341,1972,21,2,42,0
342,1972,22,2,11,0
343,1972,23,2,43,0
344,1972,24,2,33,0
345,1972,25,2,41,0
346,1972,26,2,14,0
347,1972,27,2,44,0
348,1972,28,2,12,0
349,1972,29,2,31,0
350,1972,30,2,13,0
351,1972,31,2,32,0
352,1972,32,2,34,0
353,1972,33,2,31,0
354,1972,34,2,32,0
355,1972,35,2,33,0
356,1972,36,2,34,0
357,1972,37,2,13,0
358,1972,38,2,44,0
359,1972,39,2,12,0
360,1972,40,2,41,0
361,1972,41,2,22,0
362,1972,42,2,42,0
363,1972,43,2,21,0
364,1972,44,2,43,0
365,1972,45,2,11,0
366,1972,46,2,24,0
367,1972,47,2,23,0
368,1972,48,2,14,0
369,1972,49,2,41,0
370,1972,50,2,42,0
371,1972,51,2,43,0
372,1972,52,2,44,0
373,1972,53,2,14,0
374,1972,54,2,31,0
375,1972,55,2,34,0
376,1972,56,2,32,0
377,1972,57,2,11,0
378,1972,58,2,24,0
379,1972,59,2,23,0
380,1972,60,2,13,0
381,1972,61,2,21,0
382,1972,62,2,33,0
383,1972,63,2,12,0
384,1972,64,2,22,0
385,1973,1,3,11,0
386,1973,2,3,12,0
387,1973,3,3,13,0
388,1973,4,3,14,0
389,1973,5,3,21,0
390,1973,6,3,22,0
391,1973,7,3,23,0
392,1973,8,3,24,0
393,1973,9,3,31,0
394,1973,10,3,32,0
395,1973,11,3,33,0
396,1973,12,3,34,0
397,1973,13,3,41,0
398,1973,14,3,42,0
399,1973,15,3,43,0
400,1973,16,3,44,0
401,1973,17,3,21,0
402,1973,18,3,22,0
403,1973,19,3,23,0
404,1973,20,3,24,0
405,1973,21,3,42,0
406,1973,22,3,11,0
407,1973,23,3,43,0
408,1973,24,3,33,0
409,1973,25,3,41,0
410,1973,26,3,14,0
411,1973,27,3,44,0
412,1973,28,3,12,0
413,1973,29,3,31,0
414,1973,30,3,13,0
415,1973,31,3,32,0
416,1973,32,3,34,0
417,1973,33,3,31,0
418,1973,34,3,32,0
419,1973,35,3,33,0
420,1973,36,3,34,0
421,1973,37,3,13,0
422,1973,38,3,44,0
423,1973,39,3,12,0
424,1973,40,3,41,0
425,1973,41,3,22,0
426,1973,42,3,42,0
427,1973,43,3,21,0
428,1973,44,3,43,0
429,1973,45,3,11,0
430,1973,46,3,24,0
431,1973,47,3,23,0
432,1973,48,3,14,0
433,1973,49,3,41,0
434,1973,50,3,42,0
435,1973,51,3,43,0
436,1973,52,3,44,0
437,1973,53,3,14,0
438,1973,54,3,31,0
439,1973,55,3,34,0
440,1973,56,3,32,0
441,1973,57,3,11,0
442,1973,58,3,24,0
443,1973,59,3,23,0
444,1973,60,3,13,0
445,1973,61,3,21,0
446,1973,62,3,33,0
447,1973,63,3,12,0
448,1973,64,3,22,0
449,1974,1,4,11,0
450,1974,2,4,12,0
451,1974,3,4,13,0
452,1974,4,4,14,0
453,1974,5,4,21,0
454,1974,6,4,22,0
455,1974,7,4,23,0
456,1974,8,4,24,0
457,1974,9,4,31,0
458,1974,10,4,32,0
459,1974,11,4,33,0
460,1974,12,4,34,0
461,1974,13,4,41,0
462,1974,14,4,42,0
463,1974,15,4,43,0
464,1974,16,4,44,0
465,1974,17,4,21,0
466,1974,18,4,22,0
467,1974,19,4,23,0
468,1974,20,4,24,0
469,1974,21,4,42,0
470,1974,22,4,11,0
471,1974,23,4,43,0
472,1974,24,4,33,0
473,1974,25,4,41,0
474,1974,26,4,14,0
475,1974,27,4,44,0
476,1974,28,4,12,0
477,1974,29,4,31,0
478,1974,30,4,13,0
479,1974,31,4,32,0
480,1974,32,4,34,0
481,1974,33,4,31,0
482,1974,34,4,32,0
483,1974,35,4,33,0
484,1974,36,4,34,0
485,1974,37,4,13,0
486,1974,38,4,44,0
487,1974,39,4,12,0
488,1974,40,4,41,0
489,1974,41,4,22,0
490,1974,42,4,42,0
491,1974,43,4,21,0
492,1974,44,4,43,0
493,1974,45,4,11,0
494,1974,46,4,24,0
495,1974,47,4,23,0
496,1974,48,4,14,0
497,1974,49,4,41,0
498,1974,50,4,42,0
499,1974,51,4,43,0
500,1974,52,4,44,0
501,1974,53,4,14,0
502,1974,54,4,31,0
503,1974,55,4,34,0
504,1974,56,4,32,0
505,1974,57,4,11,0
506,1974,58,4,24,0
507,1974,59,4,23,0
508,1974,60,4,13,0
509,1974,61,4,21,0
510,1974,62,4,33,0
511,1974,63,4,12,0
512,1974,64,4,22,0
513,1975,1,1,11,0
514,1975,2,1,12,0
515,1975,3,1,13,0
516,1975,4,1,14,0
517,1975,5,1,21,0
518,1975,6,1,22,0
519,1975,7,1,23,0
520,1975,8,1,24,0
521,1975,9,1,31,0
522,1975,10,1,32,0
523,1975,11,1,33,0
524,1975,12,1,34,0
525,1975,13,1,41,0
526,1975,14,1,42,0
527,1975,15,1,43,0
528,1975,16,1,44,0
529,1975,17,1,21,0
530,1975,18,1,22,0
531,1975,19,1,23,0
532,1975,20,1,24,0
533,1975,21,1,42,0
534,1975,22,1,11,0
535,1975,23,1,43,0
536,1975,24,1,33,0
537,1975,25,1,41,0
538,1975,26,1,14,0
539,1975,27,1,44,0
540,1975,28,1,12,0
541,1975,29,1,31,0
542,1975,30,1,13,0
543,1975,31,1,32,0
544,1975,32,1,34,0
545,1975,33,1,31,0
546,1975,34,1,32,0
547,1975,35,1,33,0
548,1975,36,1,34,0
549,1975,37,1,13,0
550,1975,38,1,44,0
551,1975,39,1,12,0
552,1975,40,1,41,0
553,1975,41,1,22,0
554,1975,42,1,42,0
555,1975,43,1,21,0
556,1975,44,1,43,0
557,1975,45,1,11,0
558,1975,46,1,24,0
559,1975,47,1,23,0
560,1975,48,1,14,0
561,1975,49,1,41,0
562,1975,50,1,42,0
563,1975,51,1,43,0
564,1975,52,1,44,0
565,1975,53,1,14,0
566,1975,54,1,31,0
567,1975,55,1,34,0
568,1975,56,1,32,0
569,1975,57,1,11,0
570,1975,58,1,24,0
571,1975,59,1,23,0
572,1975,60,1,13,0
573,1975,61,1,21,0
574,1975,62,1,33,0
575,1975,63,1,12,0
576,1975,64,1,22,0
577,1976,1,2,11,0
578,1976,2,2,12,0
579,1976,3,2,13,0
580,1976,4,2,14,0
581,1976,5,2,21,0
582,1976,6,2,22,0
583,1976,7,2,23,0
584,1976,8,2,24,0
585,1976,9,2,31,0
586,1976,10,2,32,0
587,1976,11,2,33,0
588,1976,12,2,34,0
589,1976,13,2,41,0
590,1976,14,2,42,0
591,1976,15,2,43,0
592,1976,16,2,44,0
593,1976,17,2,21,0
594,1976,18,2,22,0
595,1976,19,2,23,0
596,1976,20,2,24,0
597,1976,21,2,42,0
598,1976,22,2,11,0
599,1976,23,2,43,0
600,1976,24,2,33,0
601,1976,25,2,41,0
602,1976,26,2,14,0
603,1976,27,2,44,0
604,1976,28,2,12,0
605,1976,29,2,31,0
606,1976,30,2,13,0
607,1976,31,2,32,0
608,1976,32,2,34,0
609,1976,33,2,31,0
610,1976,34,2,32,0
611,1976,35,2,33,0
612,1976,36,2,34,0
613,1976,37,2,13,0
614,1976,38,2,44,0
615,1976,39,2,12,0
616,1976,40,2,41,0
617,1976,41,2,22,0
618,1976,42,2,42,0
619,1976,43,2,21,0
620,1976,44,2,43,0
621,1976,45,2,11,0
622,1976,46,2,24,0
623,1976,47,2,23,0
624,1976,48,2,14,0
625,1976,49,2,41,0
626,1976,50,2,42,0
627,1976,51,2,43,0
628,1976,52,2,44,0
629,1976,53,2,14,0
630,1976,54,2,31,0
631,1976,55,2,34,0
632,1976,56,2,32,0
633,1976,57,2,11,0
634,1976,58,2,24,0
635,1976,59,2,23,0
636,1976,60,2,13,0
637,1976,61,2,21,0
638,1976,62,2,33,0
639,1976,63,2,12,0
640,1976,64,2,22,0
641,1977,1,3,11,0
642,1977,2,3,12,0
643,1977,3,3,13,0
644,1977,4,3,14,0
645,1977,5,3,21,0
646,1977,6,3,22,0
647,1977,7,3,23,0
648,1977,8,3,24,0
649,1977,9,3,31,0
650,1977,10,3,32,0
651,1977,11,3,33,0
652,1977,12,3,34,0
653,1977,13,3,41,0
654,1977,14,3,42,0
655,1977,15,3,43,0
656,1977,16,3,44,0
657,1977,17,3,21,0
658,1977,18,3,22,0
659,1977,19,3,23,0
660,1977,20,3,24,0
661,1977,21,3,42,0
662,1977,22,3,11,0
663,1977,23,3,43,0
664,1977,24,3,33,0
665,1977,25,3,41,0
666,1977,26,3,14,0
667,1977,27,3,44,0
668,1977,28,3,12,0
669,1977,29,3,31,0
670,1977,30,3,13,0
671,1977,31,3,32,0
672,1977,32,3,34,0
673,1977,33,3,31,1
674,1977,34,3,32,1
675,1977,35,3,33,1
676,1977,36,3,34,1
677,1977,37,3,13,1
678,1977,38,3,44,1
679,1977,39,3,12,1
680,1977,40,3,41,1
681,1977,41,3,22,1
682,1977,42,3,42,1
683,1977,43,3,21,1
684,1977,44,3,43,1
685,1977,45,3,11,1
686,1977,46,3,24,1
687,1977,47,3,23,1
688,1977,48,3,14,1
689,1977,49,3,41,1
690,1977,50,3,42,1
691,1977,51,3,43,1
692,1977,52,3,44,1
693,1977,53,3,14,1
694,1977,54,3,31,1
695,1977,55,3,34,1
696,1977,56,3,32,1
697,1977,57,3,11,1
698,1977,58,3,24,1
699,1977,59,3,23,1
700,1977,60,3,13,1
701,1977,61,3,21,1
702,1977,62,3,33,1
703,1977,63,3,12,1
704,1977,64,3,22,1
705,1978,1,4,11,0
706,1978,2,4,12,0
707,1978,3,4,13,0
708,1978,4,4,14,0
709,1978,5,4,21,0
710,1978,6,4,22,0
711,1978,7,4,23,0
712,1978,8,4,24,0
713,1978,9,4,31,0
714,1978,10,4,32,0
715,1978,11,4,33,0
716,1978,12,4,34,0
717,1978,13,4,41,0
718,1978,14,4,42,0
719,1978,15,4,43,0
720,1978,16,4,44,0
721,1978,17,4,21,0
722,1978,18,4,22,0
723,1978,19,4,23,0
724,1978,20,4,24,0
725,1978,21,4,42,0
726,1978,22,4,11,0
727,1978,23,4,43,0
728,1978,24,4,33,0
729,1978,25,4,41,0
730,1978,26,4,14,0
731,1978,27,4,44,0
732,1978,28,4,12,0
733,1978,29,4,31,0
734,1978,30,4,13,0
735,1978,31,4,32,0
736,1978,32,4,34,0
737,1978,33,4,31,1
738,1978,34,4,32,1
739,1978,35,4,33,1
740,1978,36,4,34,1
741,1978,37,4,13,1
742,1978,38,4,44,1
743,1978,39,4,12,1
744,1978,40,4,41,1
745,1978,41,4,22,1
746,1978,42,4,42,1
747,1978,43,4,21,1
748,1978,44,4,43,1
749,1978,45,4,11,1
750,1978,46,4,24,1
751,1978,47,4,23,1
752,1978,48,4,14,1
753,1978,49,4,41,1
754,1978,50,4,42,1
755,1978,51,4,43,1
756,1978,52,4,44,1
757,1978,53,4,14,1
758,1978,54,4,31,1
759,1978,55,4,34,1
760,1978,56,4,32,1
761,1978,57,4,11,1
762,1978,58,4,24,1
763,1978,59,4,23,1
764,1978,60,4,13,1
765,1978,61,4,21,1
766,1978,62,4,33,1
767,1978,63,4,12,1
768,1978,64,4,22,1
769,1979,1,1,11,0
770,1979,2,1,12,0
771,1979,3,1,13,0
772,1979,4,1,14,0
773,1979,5,1,21,0
774,1979,6,1,22,0
775,1979,7,1,23,0
776,1979,8,1,24,0
777,1979,9,1,31,0
778,1979,10,1,32,0
779,1979,11,1,33,0
780,1979,12,1,34,0
781,1979,13,1,41,0
782,1979,14,1,42,0
783,1979,15,1,43,0
784,1979,16,1,44,0
785,1979,17,1,21,0
786,1979,18,1,22,0
787,1979,19,1,23,0
788,1979,20,1,24,0
789,1979,21,1,42,0
